Source airport,Origin,Destination airport,Destination,lat_st,lng_st,lat_end,lng_end,distance
TFS,SOFIA,LGW,LONDON,42.6833,23.3167,51.5072,-0.1275,2015.1404747788715
TFS,SOFIA,STN,LONDON,42.6833,23.3167,51.5072,-0.1275,2015.1404747788715
AMS,AMSTERDAM,FCO,ROME,52.35,4.9166,41.896,12.4833,1294.087468572096
AMS,AMSTERDAM,LGW,LONDON,52.35,4.9166,51.5072,-0.1275,358.2488474650462
AMS,AMSTERDAM,LTN,LONDON,52.35,4.9166,51.5072,-0.1275,358.2488474650462
AMS,AMSTERDAM,PRG,PRAGUE,52.35,4.9166,50.0833,14.466,710.6035468833028
AMS,AMSTERDAM,STN,LONDON,52.35,4.9166,51.5072,-0.1275,358.2488474650462
AMS,AMSTERDAM,SXF,BERLIN,52.35,4.9166,52.5218,13.4015,575.1755171734994
ATH,ATHENS,FCO,ROME,37.9833,23.7333,41.896,12.4833,1052.0824133074595
ATH,ATHENS,LGW,LONDON,37.9833,23.7333,51.5072,-0.1275,2391.9896924404575
ATH,ATHENS,ORY,PARIS,37.9833,23.7333,48.8667,2.3333,2098.0055791397026
ATH,ATHENS,SXF,BERLIN,37.9833,23.7333,52.5218,13.4015,1803.4259335141526
BRU,BRUSSELS,LGW,LONDON,50.8333,4.3333,51.5072,-0.1275,319.85148316790287
BRU,BRUSSELS,SXF,BERLIN,50.8333,4.3333,52.5218,13.4015,652.3268696868982
BUD,BUDAPEST,CDG,PARIS,47.5,19.0833,48.8667,2.3333,1248.5096207757917
BUD,BUDAPEST,LGW,LONDON,47.5,19.0833,51.5072,-0.1275,1452.0479603813956
BUD,BUDAPEST,LTN,LONDON,47.5,19.0833,51.5072,-0.1275,1452.0479603813956
BUD,BUDAPEST,SXF,BERLIN,47.5,19.0833,52.5218,13.4015,689.9424680771822
CDG,PARIS,BUD,BUDAPEST,48.8667,2.3333,47.5,19.0833,1248.5096207757917
CDG,PARIS,CPH,COPENHAGEN,48.8667,2.3333,55.6786,12.5635,1026.6470822490805
CDG,PARIS,LGW,LONDON,48.8667,2.3333,51.5072,-0.1275,341.8630668250098
CDG,PARIS,LTN,LONDON,48.8667,2.3333,51.5072,-0.1275,341.8630668250098
CDG,PARIS,MAD,MADRID,48.8667,2.3333,40.4,-3.6834,1054.1701042440359
CDG,PARIS,PRG,PRAGUE,48.8667,2.3333,50.0833,14.466,885.971442638563
CDG,PARIS,TFS,SOFIA,48.8667,2.3333,42.6833,23.3167,1759.308627741151
CPH,COPENHAGEN,CDG,PARIS,55.6786,12.5635,48.8667,2.3333,1026.6470822490805
CPH,COPENHAGEN,FCO,ROME,55.6786,12.5635,41.896,12.4833,1532.5661911207985
CPH,COPENHAGEN,LGW,LONDON,55.6786,12.5635,51.5072,-0.1275,955.3922362927304
CPH,COPENHAGEN,STN,LONDON,55.6786,12.5635,51.5072,-0.1275,955.3922362927304
CPH,COPENHAGEN,SXF,BERLIN,55.6786,12.5635,52.5218,13.4015,355.2399396172596
DME,MOSCOW,LGW,LONDON,55.7522,37.6155,51.5072,-0.1275,2500.4499605294227
FCO,ROME,AMS,AMSTERDAM,41.896,12.4833,52.35,4.9166,1294.087468572096
FCO,ROME,ATH,ATHENS,41.896,12.4833,37.9833,23.7333,1052.0824133074595
FCO,ROME,CPH,COPENHAGEN,41.896,12.4833,55.6786,12.5635,1532.5661911207985
FCO,ROME,LGW,LONDON,41.896,12.4833,51.5072,-0.1275,1433.689911218879
FCO,ROME,ORY,PARIS,41.896,12.4833,48.8667,2.3333,1106.8939631081116
FCO,ROME,PRG,PRAGUE,41.896,12.4833,50.0833,14.466,923.0908171053476
FCO,ROME,SXF,BERLIN,41.896,12.4833,52.5218,13.4015,1183.5427572169108
KEF,REYKJAVIK,LTN,LONDON,64.15,-21.95,51.5072,-0.1275,1890.2834037887026
LGW,LONDON,AMS,AMSTERDAM,51.5072,-0.1275,52.35,4.9166,358.2488474650462
LGW,LONDON,ATH,ATHENS,51.5072,-0.1275,37.9833,23.7333,2391.9896924404575
LGW,LONDON,BRU,BRUSSELS,51.5072,-0.1275,50.8333,4.3333,319.85148316790287
LGW,LONDON,BUD,BUDAPEST,51.5072,-0.1275,47.5,19.0833,1452.0479603813956
LGW,LONDON,CDG,PARIS,51.5072,-0.1275,48.8667,2.3333,341.8630668250098
LGW,LONDON,CPH,COPENHAGEN,51.5072,-0.1275,55.6786,12.5635,955.3922362927304
LGW,LONDON,DME,MOSCOW,51.5072,-0.1275,55.7522,37.6155,2500.4499605294227
LGW,LONDON,FCO,ROME,51.5072,-0.1275,41.896,12.4833,1433.689911218879
LGW,LONDON,LUX,LUXEMBOURG,51.5072,-0.1275,49.6117,6.13,489.48899967274156
LGW,LONDON,MAD,MADRID,51.5072,-0.1275,40.4,-3.6834,1264.887943144433
LGW,LONDON,OTP,BUCHAREST,51.5072,-0.1275,44.4334,26.0999,2090.8173844177772
LGW,LONDON,PRG,PRAGUE,51.5072,-0.1275,50.0833,14.466,1036.0684328484274
LGW,LONDON,SOF,SOFIA,51.5072,-0.1275,42.6833,23.3167,2015.1404747788715
LGW,LONDON,SXF,BERLIN,51.5072,-0.1275,52.5218,13.4015,931.3225988128867
LGW,LONDON,TFS,SOFIA,51.5072,-0.1275,42.6833,23.3167,2015.1404747788715
LGW,LONDON,TLL,TALLINN,51.5072,-0.1275,59.4339,24.728,1782.2428441435045
LGW,LONDON,VIE,VIENNA,51.5072,-0.1275,48.2,16.3666,1235.2570570066837
LGW,LONDON,ZAG,ZAGREB,51.5072,-0.1275,45.8,16.0,1339.8834501717652
LJU,LJUBLJANA,STN,LONDON,46.0553,14.515,51.5072,-0.1275,1229.1154465581699
LTN,LONDON,AMS,AMSTERDAM,51.5072,-0.1275,52.35,4.9166,358.2488474650462
LTN,LONDON,BUD,BUDAPEST,51.5072,-0.1275,47.5,19.0833,1452.0479603813956
LTN,LONDON,CDG,PARIS,51.5072,-0.1275,48.8667,2.3333,341.8630668250098
LTN,LONDON,KEF,REYKJAVIK,51.5072,-0.1275,64.15,-21.95,1890.2834037887026
LTN,LONDON,MAD,MADRID,51.5072,-0.1275,40.4,-3.6834,1264.887943144433
LTN,LONDON,SXF,BERLIN,51.5072,-0.1275,52.5218,13.4015,931.3225988128867
LUX,LUXEMBOURG,LGW,LONDON,49.6117,6.13,51.5072,-0.1275,489.48899967274156
MAD,MADRID,CDG,PARIS,40.4,-3.6834,48.8667,2.3333,1054.1701042440359
MAD,MADRID,LGW,LONDON,40.4,-3.6834,51.5072,-0.1275,1264.887943144433
MAD,MADRID,LTN,LONDON,40.4,-3.6834,51.5072,-0.1275,1264.887943144433
MAD,MADRID,SXF,BERLIN,40.4,-3.6834,52.5218,13.4015,1869.4888465913932
ORY,PARIS,ATH,ATHENS,48.8667,2.3333,37.9833,23.7333,2098.0055791397026
ORY,PARIS,FCO,ROME,48.8667,2.3333,41.896,12.4833,1106.8939631081116
ORY,PARIS,SXF,BERLIN,48.8667,2.3333,52.5218,13.4015,877.9082631623088
OTP,BUCHAREST,LGW,LONDON,44.4334,26.0999,51.5072,-0.1275,2090.8173844177772
PRG,PRAGUE,AMS,AMSTERDAM,50.0833,14.466,52.35,4.9166,710.6035468833028
PRG,PRAGUE,CDG,PARIS,50.0833,14.466,48.8667,2.3333,885.971442638563
PRG,PRAGUE,FCO,ROME,50.0833,14.466,41.896,12.4833,923.0908171053476
PRG,PRAGUE,LGW,LONDON,50.0833,14.466,51.5072,-0.1275,1036.0684328484274
PRG,PRAGUE,STN,LONDON,50.0833,14.466,51.5072,-0.1275,1036.0684328484274
SOF,SOFIA,LGW,LONDON,42.6833,23.3167,51.5072,-0.1275,2015.1404747788715
SOF,SOFIA,STN,LONDON,42.6833,23.3167,51.5072,-0.1275,2015.1404747788715
SOF,SOFIA,SXF,BERLIN,42.6833,23.3167,52.5218,13.4015,1320.0176710367787
STN,LONDON,AMS,AMSTERDAM,51.5072,-0.1275,52.35,4.9166,358.2488474650462
STN,LONDON,CPH,COPENHAGEN,51.5072,-0.1275,55.6786,12.5635,955.3922362927304
STN,LONDON,LJU,LJUBLJANA,51.5072,-0.1275,46.0553,14.515,1229.1154465581699
STN,LONDON,PRG,PRAGUE,51.5072,-0.1275,50.0833,14.466,1036.0684328484274
STN,LONDON,SOF,SOFIA,51.5072,-0.1275,42.6833,23.3167,2015.1404747788715
SXF,BERLIN,AMS,AMSTERDAM,52.5218,13.4015,52.35,4.9166,575.1755171734994
SXF,BERLIN,ATH,ATHENS,52.5218,13.4015,37.9833,23.7333,1803.4259335141526
SXF,BERLIN,BRU,BRUSSELS,52.5218,13.4015,50.8333,4.3333,652.3268696868982
SXF,BERLIN,BUD,BUDAPEST,52.5218,13.4015,47.5,19.0833,689.9424680771822
SXF,BERLIN,CPH,COPENHAGEN,52.5218,13.4015,55.6786,12.5635,355.2399396172596
SXF,BERLIN,FCO,ROME,52.5218,13.4015,41.896,12.4833,1183.5427572169108
SXF,BERLIN,LGW,LONDON,52.5218,13.4015,51.5072,-0.1275,931.3225988128867
SXF,BERLIN,LTN,LONDON,52.5218,13.4015,51.5072,-0.1275,931.3225988128867
SXF,BERLIN,MAD,MADRID,52.5218,13.4015,40.4,-3.6834,1869.4888465913932
SXF,BERLIN,ORY,PARIS,52.5218,13.4015,48.8667,2.3333,877.9082631623088
SXF,BERLIN,SOF,SOFIA,52.5218,13.4015,42.6833,23.3167,1320.0176710367787
SXF,BERLIN,TFS,SOFIA,52.5218,13.4015,42.6833,23.3167,1320.0176710367787
TFS,SOFIA,CDG,PARIS,42.6833,23.3167,48.8667,2.3333,1759.308627741151
TFS,SOFIA,LGW,LONDON,42.6833,23.3167,51.5072,-0.1275,2015.1404747788715
TFS,SOFIA,SXF,BERLIN,42.6833,23.3167,52.5218,13.4015,1320.0176710367787
TLL,TALLINN,LGW,LONDON,59.4339,24.728,51.5072,-0.1275,1782.2428441435045
VIE,VIENNA,LGW,LONDON,48.2,16.3666,51.5072,-0.1275,1235.2570570066837
ZAG,ZAGREB,LGW,LONDON,45.8,16.0,51.5072,-0.1275,1339.8834501717652
BRU,BRUSSELS,PRG,PRAGUE,50.8333,4.3333,50.0833,14.466,721.5564235620609
CPH,COPENHAGEN,OSL,OSLO,55.6786,12.5635,59.9167,10.75,483.30516869773044
DME,MOSCOW,VIE,VIENNA,55.7522,37.6155,48.2,16.3666,1670.432385143564
PRG,PRAGUE,BRU,BRUSSELS,50.0833,14.466,50.8333,4.3333,721.5564235620609
VIE,VIENNA,DME,MOSCOW,48.2,16.3666,55.7522,37.6155,1670.432385143564
KBP,KIEV,SVO,MOSCOW,50.4334,30.5166,55.7522,37.6155,757.1530407863087
SVO,MOSCOW,KBP,KIEV,55.7522,37.6155,50.4334,30.5166,757.1530407863087
DME,MOSCOW,FCO,ROME,55.7522,37.6155,41.896,12.4833,2376.314387865792
DME,MOSCOW,IEV,KIEV,55.7522,37.6155,50.4334,30.5166,757.1530407863087
DME,MOSCOW,LGW,LONDON,55.7522,37.6155,51.5072,-0.1275,2500.4499605294227
DME,MOSCOW,MSQ,MINSK,55.7522,37.6155,53.9,27.5666,675.1149222094627
DME,MOSCOW,RIX,RIGA,55.7522,37.6155,56.95,24.1,841.8802693696861
DME,MOSCOW,TFS,SOFIA,55.7522,37.6155,42.6833,23.3167,1778.6320623633492
DME,MOSCOW,TXL,BERLIN,55.7522,37.6155,52.5218,13.4015,1608.8414689723143
DME,MOSCOW,VIE,VIENNA,55.7522,37.6155,48.2,16.3666,1670.432385143564
DME,MOSCOW,VNO,VILNIUS,55.7522,37.6155,54.6834,25.3166,788.0645526776968
FCO,ROME,DME,MOSCOW,41.896,12.4833,55.7522,37.6155,2376.314387865792
IEV,KIEV,DME,MOSCOW,50.4334,30.5166,55.7522,37.6155,757.1530407863087
LGW,LONDON,DME,MOSCOW,51.5072,-0.1275,55.7522,37.6155,2500.4499605294227
MSQ,MINSK,DME,MOSCOW,53.9,27.5666,55.7522,37.6155,675.1149222094627
RIX,RIGA,DME,MOSCOW,56.95,24.1,55.7522,37.6155,841.8802693696861
TFS,SOFIA,DME,MOSCOW,42.6833,23.3167,55.7522,37.6155,1778.6320623633492
TXL,BERLIN,DME,MOSCOW,52.5218,13.4015,55.7522,37.6155,1608.8414689723143
VIE,VIENNA,DME,MOSCOW,48.2,16.3666,55.7522,37.6155,1670.432385143564
VNO,VILNIUS,DME,MOSCOW,54.6834,25.3166,55.7522,37.6155,788.0645526776968
BRU,BRUSSELS,ATH,ATHENS,50.8333,4.3333,37.9833,23.7333,2089.6265144272525
CDG,PARIS,ATH,ATHENS,48.8667,2.3333,37.9833,23.7333,2098.0055791397026
FCO,ROME,ATH,ATHENS,41.896,12.4833,37.9833,23.7333,1052.0824133074595
LHR,LONDON,ATH,ATHENS,51.5072,-0.1275,37.9833,23.7333,2391.9896924404575
AMS,AMSTERDAM,MAD,MADRID,52.35,4.9166,40.4,-3.6834,1481.1191608253666
BRU,BRUSSELS,MAD,MADRID,50.8333,4.3333,40.4,-3.6834,1315.2527599388204
FCO,ROME,MAD,MADRID,41.896,12.4833,40.4,-3.6834,1361.775863128332
LGW,LONDON,MAD,MADRID,51.5072,-0.1275,40.4,-3.6834,1264.887943144433
MAD,MADRID,AMS,AMSTERDAM,40.4,-3.6834,52.35,4.9166,1481.1191608253666
MAD,MADRID,BRU,BRUSSELS,40.4,-3.6834,50.8333,4.3333,1315.2527599388204
MAD,MADRID,FCO,ROME,40.4,-3.6834,41.896,12.4833,1361.775863128332
MAD,MADRID,LGW,LONDON,40.4,-3.6834,51.5072,-0.1275,1264.887943144433
MAD,MADRID,ORY,PARIS,40.4,-3.6834,48.8667,2.3333,1054.1701042440359
MAD,MADRID,OTP,BUCHAREST,40.4,-3.6834,44.4334,26.0999,2471.495479191306
MAD,MADRID,PRG,PRAGUE,40.4,-3.6834,50.0833,14.466,1774.980138030542
MAD,MADRID,SVO,MOSCOW,40.4,-3.6834,55.7522,37.6155,3440.1937615182505
ORY,PARIS,MAD,MADRID,48.8667,2.3333,40.4,-3.6834,1054.1701042440359
OTP,BUCHAREST,MAD,MADRID,44.4334,26.0999,40.4,-3.6834,2471.495479191306
PRG,PRAGUE,MAD,MADRID,50.0833,14.466,40.4,-3.6834,1774.980138030542
SVO,MOSCOW,MAD,MADRID,55.7522,37.6155,40.4,-3.6834,3440.1937615182505
BRU,BRUSSELS,FCO,ROME,50.8333,4.3333,41.896,12.4833,1172.5716529501137
CDG,PARIS,MAD,MADRID,48.8667,2.3333,40.4,-3.6834,1054.1701042440359
FCO,ROME,BRU,BRUSSELS,41.896,12.4833,50.8333,4.3333,1172.5716529501137
FCO,ROME,ORY,PARIS,41.896,12.4833,48.8667,2.3333,1106.8939631081116
FCO,ROME,PRG,PRAGUE,41.896,12.4833,50.0833,14.466,923.0908171053476
MAD,MADRID,CDG,PARIS,40.4,-3.6834,48.8667,2.3333,1054.1701042440359
ORY,PARIS,FCO,ROME,48.8667,2.3333,41.896,12.4833,1106.8939631081116
PRG,PRAGUE,FCO,ROME,50.0833,14.466,41.896,12.4833,923.0908171053476
CDG,PARIS,KEF,REYKJAVIK,48.8667,2.3333,64.15,-21.95,2231.98790707208
CPH,COPENHAGEN,KEF,REYKJAVIK,55.6786,12.5635,64.15,-21.95,2106.80355416041
KEF,REYKJAVIK,CDG,PARIS,64.15,-21.95,48.8667,2.3333,2231.98790707208
KEF,REYKJAVIK,CPH,COPENHAGEN,64.15,-21.95,55.6786,12.5635,2106.80355416041
KEF,REYKJAVIK,LGW,LONDON,64.15,-21.95,51.5072,-0.1275,1890.2834037887026
KEF,REYKJAVIK,SXF,BERLIN,64.15,-21.95,52.5218,13.4015,2388.2161126242995
LGW,LONDON,KEF,REYKJAVIK,51.5072,-0.1275,64.15,-21.95,1890.2834037887026
RIX,RIGA,TFS,SOFIA,56.95,24.1,42.6833,23.3167,1587.3529238801261
SXF,BERLIN,KEF,REYKJAVIK,52.5218,13.4015,64.15,-21.95,2388.2161126242995
TFS,SOFIA,RIX,RIGA,42.6833,23.3167,56.95,24.1,1587.3529238801261
BUD,BUDAPEST,FCO,ROME,47.5,19.0833,41.896,12.4833,812.0522395792126
BUD,BUDAPEST,IEV,KIEV,47.5,19.0833,50.4334,30.5166,894.9387215439228
BUD,BUDAPEST,LTN,LONDON,47.5,19.0833,51.5072,-0.1275,1452.0479603813956
BUD,BUDAPEST,MAD,MADRID,47.5,19.0833,40.4,-3.6834,1976.811437919066
BUD,BUDAPEST,WAW,WARSAW,47.5,19.0833,52.25,21.0,545.6901266343519
CIA,ROME,OTP,BUCHAREST,41.896,12.4833,44.4334,26.0999,1138.339333551863
FCO,ROME,BUD,BUDAPEST,41.896,12.4833,47.5,19.0833,812.0522395792126
FCO,ROME,PRG,PRAGUE,41.896,12.4833,50.0833,14.466,923.0908171053476
FCO,ROME,SOF,SOFIA,41.896,12.4833,42.6833,23.3167,894.7865328544613
FCO,ROME,VNO,VILNIUS,41.896,12.4833,54.6834,25.3166,1703.8952978894408
FCO,ROME,WAW,WARSAW,41.896,12.4833,52.25,21.0,1317.5884253227289
IEV,KIEV,BUD,BUDAPEST,50.4334,30.5166,47.5,19.0833,894.9387215439228
IEV,KIEV,LTN,LONDON,50.4334,30.5166,51.5072,-0.1275,2133.355719801635
LJU,LJUBLJANA,LTN,LONDON,46.0553,14.515,51.5072,-0.1275,1229.1154465581699
LTN,LONDON,BUD,BUDAPEST,51.5072,-0.1275,47.5,19.0833,1452.0479603813956
LTN,LONDON,IEV,KIEV,51.5072,-0.1275,50.4334,30.5166,2133.355719801635
LTN,LONDON,LJU,LJUBLJANA,51.5072,-0.1275,46.0553,14.515,1229.1154465581699
LTN,LONDON,OTP,BUCHAREST,51.5072,-0.1275,44.4334,26.0999,2090.8173844177772
LTN,LONDON,PRG,PRAGUE,51.5072,-0.1275,50.0833,14.466,1036.0684328484274
LTN,LONDON,RIX,RIGA,51.5072,-0.1275,56.95,24.1,1676.0738052800389
LTN,LONDON,SKP,SKOPJE,51.5072,-0.1275,42.0,21.4335,1942.0485658951113
LTN,LONDON,SOF,SOFIA,51.5072,-0.1275,42.6833,23.3167,2015.1404747788715
LTN,LONDON,VNO,VILNIUS,51.5072,-0.1275,54.6834,25.3166,1725.115605514369
LTN,LONDON,WAW,WARSAW,51.5072,-0.1275,52.25,21.0,1447.4673224092546
MAD,MADRID,BUD,BUDAPEST,40.4,-3.6834,47.5,19.0833,1976.811437919066
MAD,MADRID,OTP,BUCHAREST,40.4,-3.6834,44.4334,26.0999,2471.495479191306
MAD,MADRID,SOF,SOFIA,40.4,-3.6834,42.6833,23.3167,2251.7347132745494
OTP,BUCHAREST,CIA,ROME,44.4334,26.0999,41.896,12.4833,1138.339333551863
OTP,BUCHAREST,LTN,LONDON,44.4334,26.0999,51.5072,-0.1275,2090.8173844177772
OTP,BUCHAREST,MAD,MADRID,44.4334,26.0999,40.4,-3.6834,2471.495479191306
OTP,BUCHAREST,TRF,OSLO,44.4334,26.0999,59.9167,10.75,2003.9112212211282
PRG,PRAGUE,FCO,ROME,50.0833,14.466,41.896,12.4833,923.0908171053476
PRG,PRAGUE,LTN,LONDON,50.0833,14.466,51.5072,-0.1275,1036.0684328484274
RIX,RIGA,LTN,LONDON,56.95,24.1,51.5072,-0.1275,1676.0738052800389
RIX,RIGA,TRF,OSLO,56.95,24.1,59.9167,10.75,842.3252733484843
SKP,SKOPJE,LTN,LONDON,42.0,21.4335,51.5072,-0.1275,1942.0485658951113
SOF,SOFIA,FCO,ROME,42.6833,23.3167,41.896,12.4833,894.7865328544613
SOF,SOFIA,LTN,LONDON,42.6833,23.3167,51.5072,-0.1275,2015.1404747788715
SOF,SOFIA,MAD,MADRID,42.6833,23.3167,40.4,-3.6834,2251.7347132745494
TRF,OSLO,OTP,BUCHAREST,59.9167,10.75,44.4334,26.0999,2003.9112212211282
TRF,OSLO,RIX,RIGA,59.9167,10.75,56.95,24.1,842.3252733484843
TRF,OSLO,VNO,VILNIUS,59.9167,10.75,54.6834,25.3166,1047.3808595401326
TRF,OSLO,WAW,WARSAW,59.9167,10.75,52.25,21.0,1061.0613072029123
VNO,VILNIUS,FCO,ROME,54.6834,25.3166,41.896,12.4833,1703.8952978894408
VNO,VILNIUS,LTN,LONDON,54.6834,25.3166,51.5072,-0.1275,1725.115605514369
VNO,VILNIUS,TRF,OSLO,54.6834,25.3166,59.9167,10.75,1047.3808595401326
WAW,WARSAW,BUD,BUDAPEST,52.25,21.0,47.5,19.0833,545.6901266343519
WAW,WARSAW,FCO,ROME,52.25,21.0,41.896,12.4833,1317.5884253227289
WAW,WARSAW,LTN,LONDON,52.25,21.0,51.5072,-0.1275,1447.4673224092546
WAW,WARSAW,TRF,OSLO,52.25,21.0,59.9167,10.75,1061.0613072029123
CPH,COPENHAGEN,TRF,OSLO,55.6786,12.5635,59.9167,10.75,483.30516869773044
TRF,OSLO,CPH,COPENHAGEN,59.9167,10.75,55.6786,12.5635,483.30516869773044
IEV,KIEV,VNO,VILNIUS,50.4334,30.5166,54.6834,25.3166,588.6434233623895
VNO,VILNIUS,IEV,KIEV,54.6834,25.3166,50.4334,30.5166,588.6434233623895
CDG,PARIS,KEF,REYKJAVIK,48.8667,2.3333,64.15,-21.95,2231.98790707208
CPH,COPENHAGEN,KEF,REYKJAVIK,55.6786,12.5635,64.15,-21.95,2106.80355416041
KEF,REYKJAVIK,CDG,PARIS,64.15,-21.95,48.8667,2.3333,2231.98790707208
KEF,REYKJAVIK,CPH,COPENHAGEN,64.15,-21.95,55.6786,12.5635,2106.80355416041
KEF,REYKJAVIK,LGW,LONDON,64.15,-21.95,51.5072,-0.1275,1890.2834037887026
KEF,REYKJAVIK,SXF,BERLIN,64.15,-21.95,52.5218,13.4015,2388.2161126242995
LGW,LONDON,KEF,REYKJAVIK,51.5072,-0.1275,64.15,-21.95,1890.2834037887026
SXF,BERLIN,KEF,REYKJAVIK,52.5218,13.4015,64.15,-21.95,2388.2161126242995
AMS,AMSTERDAM,LCY,LONDON,52.35,4.9166,51.5072,-0.1275,358.2488474650462
DUB,DUBLIN,LCY,LONDON,53.3331,-6.2489,51.5072,-0.1275,461.9006521559032
LCY,LONDON,AMS,AMSTERDAM,51.5072,-0.1275,52.35,4.9166,358.2488474650462
LCY,LONDON,DUB,DUBLIN,51.5072,-0.1275,53.3331,-6.2489,461.9006521559032
LCY,LONDON,ORY,PARIS,51.5072,-0.1275,48.8667,2.3333,341.8630668250098
ORY,PARIS,LCY,LONDON,48.8667,2.3333,51.5072,-0.1275,341.8630668250098
CDG,PARIS,TGD,PODGORICA,48.8667,2.3333,42.466,19.2663,1491.304659308183
DME,MOSCOW,TGD,PODGORICA,55.7522,37.6155,42.466,19.2663,1979.3322625345593
FCO,ROME,TGD,PODGORICA,41.896,12.4833,42.466,19.2663,562.3368897860156
LJU,LJUBLJANA,TGD,PODGORICA,46.0553,14.515,42.466,19.2663,549.7570406615274
TGD,PODGORICA,CDG,PARIS,42.466,19.2663,48.8667,2.3333,1491.304659308183
TGD,PODGORICA,DME,MOSCOW,42.466,19.2663,55.7522,37.6155,1979.3322625345593
TGD,PODGORICA,FCO,ROME,42.466,19.2663,41.896,12.4833,562.3368897860156
TGD,PODGORICA,LJU,LJUBLJANA,42.466,19.2663,46.0553,14.515,549.7570406615274
TGD,PODGORICA,VIE,VIENNA,42.466,19.2663,48.2,16.3666,676.5500315997299
VIE,VIENNA,TGD,PODGORICA,48.2,16.3666,42.466,19.2663,676.5500315997299
FCO,ROME,LTN,LONDON,41.896,12.4833,51.5072,-0.1275,1433.689911218879
LGW,LONDON,TFS,SOFIA,51.5072,-0.1275,42.6833,23.3167,2015.1404747788715
LTN,LONDON,FCO,ROME,51.5072,-0.1275,41.896,12.4833,1433.689911218879
LTN,LONDON,TFS,SOFIA,51.5072,-0.1275,42.6833,23.3167,2015.1404747788715
TFS,SOFIA,LGW,LONDON,42.6833,23.3167,51.5072,-0.1275,2015.1404747788715
TFS,SOFIA,LTN,LONDON,42.6833,23.3167,51.5072,-0.1275,2015.1404747788715
